"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MNPN","MXPN","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG","COUNTY"
"USC00451395","CHEWELAH, WA US",1989-05-01,NA,NA,0,13,10,0,0,0,3,0,15,0,30,0,0,0.49,84,NA,NA,327,NA,NA,2.44,NA,0,54.5,69.8,39.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-06-01,NA,NA,45,12,3,0,0,0,0,0,29,2,38,0,0,0.31,93,NA,NA,42,NA,NA,0.85,NA,0,65,81.9,48.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-07-01,NA,NA,120,5,1,0,0,0,0,0,31,18,37,0,0,0.12,100,NA,25,25,NA,NA,0.25,NA,0,68.1,88.9,47.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-08-01,NA,NA,56,12,4,0,0,0,0,0,28,5,41,0,0,0.9,100,NA,85,60,NA,NA,2.22,NA,0,64.9,81,48.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-09-01,NA,NA,0,3,1,0,0,0,1,0,28,2,32,0,0,0.12,91,NA,263,178,NA,NA,0.17,NA,0,59.1,80.7,37.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-10-01,NA,NA,0,6,3,0,0,0,23,0,8,0,19,0,0,0.48,78,NA,871,608,NA,NA,1.5,NA,0,45.4,61.7,29.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-11-01,NA,NA,0,13,5,7,2,0,23,2,0,0,20,2,2,0.67,64,NA,1639,768,NA,NA,1.94,NA,3.5,37,44.1,29.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1989-12-01,NA,NA,0,9,5,3,0,0,28,2,0,0,15,1,0.3,0.38,47,NA,2680,1041,NA,NA,1.26,NA,0.3,31.4,36.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-01-01,NA,0,0,15,10,14,5,0,25,2,0,0,14,7,4.5,2.75,50,NA,3643,963,NA,NA,6.41,NA,14.8,33,40.1,25.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-02-01,NA,0,0,8,5,NA,4,2,26,6,0,0,-7,NA,8,1.5,56,NA,4551,908,NA,NA,3.45,NA,19.2,29.9,40,19.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-03-01,NA,0,0,6,2,0,0,0,24,0,3,0,17,0,0,0.51,73,NA,5226,674,NA,NA,0.76,NA,0,42.6,57.9,27.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-04-01,NA,0,0,7,3,0,0,0,10,0,14,0,26,0,0,0.55,78,NA,5653,427,NA,NA,1.46,NA,0,50.8,66.5,35,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-05-01,NA,0,0,18,15,0,0,0,2,0,11,0,28,0,0,1.55,87,NA,6002,349,NA,NA,6.42,NA,0,53.7,66.8,40.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-06-01,NA,37,37,11,5,0,0,0,0,0,21,4,34,0,0,0.82,95,NA,6166,164,NA,NA,2.34,NA,0,60.8,76,45.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-07-01,NA,226,189,6,2,0,0,0,0,0,28,20,40,0,0,0.42,104,NA,16,16,NA,NA,0.9,NA,0,71,90.2,51.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-08-01,NA,370,144,7,2,0,0,0,0,0,30,14,39,0,0,0.44,103,NA,54,37,NA,NA,0.81,NA,0,68.4,87.3,49.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-09-01,NA,412,42,0,0,0,0,0,0,0,30,14,33,0,0,0,97,NA,117,63,NA,NA,0,NA,0,64.3,88.4,40.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-10-01,NA,412,0,12,7,0,0,0,17,0,0,0,17,0,0,0.53,68,NA,762,645,NA,NA,1.62,NA,0,44.2,58,30.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-11-01,NA,412,0,13,3,2,2,0,23,0,0,0,18,1,2.5,0.22,62,NA,1562,800,NA,NA,0.82,NA,3.5,38.3,47.4,29.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1990-12-01,NA,412,0,11,6,12,3,8,30,17,0,0,-23,5,2.5,0.45,45,NA,2935,1373,NA,NA,1.78,NA,7.6,20.7,28.7,12.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-01-01,NA,0,0,11,6,29,4,1,31,13,0,0,-7,12,3,0.67,44,NA,4221,1286,NA,NA,1.89,NA,9.5,23.5,32.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-02-01,NA,0,0,14,4,4,0,0,20,0,0,0,21,2,0.1,0.42,62,NA,4929,708,NA,NA,1.33,NA,0.1,38.8,48.6,28.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-03-01,NA,0,0,10,6,5,3,0,28,1,1,0,19,4,2.5,0.79,74,NA,5749,819,NA,NA,1.89,NA,6,37.8,50.6,25,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-04-01,NA,0,0,14,3,0,0,0,18,0,8,0,25,0,0,0.62,81,NA,6275,526,NA,NA,1.35,NA,0,47.5,63.2,31.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-05-01,NA,0,0,NA,NA,0,0,0,2,0,13,0,30,0,0,NA,79,NA,6613,338,NA,NA,NA,NA,0,54.1,67.7,40.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-06-01,NA,0,0,11,10,0,0,0,1,0,23,0,31,0,0,1,87,NA,6805,191,NA,NA,4.06,NA,0,58.6,73.7,43.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-07-01,NA,94,93,6,4,0,0,0,0,0,28,14,34,0,0,0.44,101,NA,27,27,NA,NA,1.23,NA,0,67.5,87.6,47.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-08-01,NA,252,158,6,3,0,0,0,0,0,31,17,37,0,0,0.34,101,NA,46,19,NA,NA,0.99,NA,0,69.5,90.3,48.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-09-01,NA,267,15,1,1,0,0,0,1,0,29,6,27,0,0,0.18,94,NA,175,129,NA,NA,0.18,NA,0,61.2,83.7,38.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-10-01,NA,267,0,3,2,0,0,0,27,0,15,0,13,0,0,0.29,85,NA,772,597,NA,NA,0.49,NA,0,45.3,65.1,25.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-11-01,NA,267,0,13,6,2,2,0,18,0,0,0,5,2,4,0.89,59,NA,1616,844,NA,NA,3.48,NA,6.5,34.6,41.8,27.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1991-12-01,NA,267,0,13,4,13,2,0,27,1,0,0,13,3,3,0.4,49,NA,2576,960,NA,NA,1.3,NA,4,32,39,24.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-01-01,NA,0,0,NA,NA,23,10,0,27,3,0,0,16,9,2.5,NA,47,NA,3530,953,NA,NA,3,NA,17.6,32.1,38.3,25.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-02-01,NA,0,0,12,8,1,1,0,14,0,0,0,22,2,1.5,0.34,57,NA,4286,756,NA,NA,1.55,NA,1.5,38.9,46.4,31.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-03-01,NA,0,0,6,2,0,0,0,21,0,6,0,20,0,0,0.17,77,NA,4835,549,NA,NA,0.53,NA,0,46.6,63,30.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-04-01,NA,0,0,7,4,0,0,0,14,0,9,0,19,0,0,0.29,81,NA,5294,459,NA,NA,1,NA,0,49.7,65,34.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-05-01,NA,23,23,4,3,0,0,0,5,0,25,7,27,0,0,0.45,97,NA,5474,180,NA,NA,0.91,NA,0,60.1,80,40.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-06-01,NA,167,144,NA,NA,0,0,0,0,0,28,12,38,0,0,NA,106,NA,5501,27,NA,NA,NA,NA,0,69,87.9,50.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-07-01,NA,289,122,NA,NA,0,0,0,0,0,30,11,42,0,0,NA,102,NA,22,22,NA,NA,NA,NA,0,68.2,85,51.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-08-01,NA,426,138,3,2,0,0,0,0,0,28,15,36,0,0,0.28,104,NA,70,48,NA,NA,0.47,NA,0,68.4,90.9,46,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-09-01,NA,428,2,5,1,0,0,0,9,0,21,1,28,0,0,0.15,92,NA,303,233,NA,NA,0.31,NA,0,56.8,76.5,37.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-10-01,NA,429,0,9,4,0,0,0,11,0,8,1,19,0,0,0.42,92,NA,763,459,NA,NA,1.16,NA,0,49,64,34,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-11-01,NA,429,0,NA,NA,NA,NA,0,18,2,0,0,10,NA,NA,NA,57,NA,1627,864,NA,NA,NA,NA,NA,35.3,41.8,28.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1992-12-01,NA,429,0,9,4,27,9,3,31,16,0,0,-1,23,6,2.5,39,NA,2739,1112,NA,NA,3.48,NA,25.2,22.4,30.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-01-01,NA,NA,NA,NA,NA,28,NA,11,30,NA,NA,NA,-25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-02-01,NA,NA,0,5,3,25,3,5,27,7,0,0,-11,17,9,0.5,50,NA,NA,1043,NA,NA,1.22,NA,19.5,25.2,38.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-03-01,NA,NA,0,10,3,13,1,0,24,0,0,0,2,15,2,1.2,65,NA,NA,843,NA,NA,1.78,NA,2.5,37.8,50.4,25.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-04-01,NA,NA,0,24,9,0,0,0,9,0,0,0,22,0,0,0.6,68,NA,NA,555,NA,NA,3.33,NA,0,46.5,58.4,34.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-05-01,NA,NA,40,10,6,0,0,0,0,0,25,4,33,0,0,0.63,98,NA,NA,121,NA,NA,1.84,NA,0,61.8,78.5,45.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-06-01,NA,NA,27,NA,NA,0,0,0,0,0,25,4,37,0,0,NA,94,NA,NA,107,NA,NA,NA,NA,0,62.2,77.7,46.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-07-01,NA,NA,10,21,13,0,0,0,0,0,25,0,43,0,0,0.85,89,NA,142,142,NA,NA,4.73,NA,0,60.7,73.1,48.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-08-01,NA,NA,64,NA,NA,0,0,0,0,0,30,3,36,0,0,NA,91,NA,202,60,NA,NA,NA,NA,0,65.1,81,49.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-09-01,NA,NA,9,NA,NA,0,0,0,4,0,24,2,29,0,0,NA,90,NA,393,191,NA,NA,NA,NA,0,58,77,39,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-10-01,NA,NA,0,NA,NA,0,0,0,11,0,7,0,24,0,0,NA,81,NA,817,424,NA,NA,NA,NA,0,49.3,64.2,34.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-11-01,NA,NA,0,7,2,3,0,1,28,4,0,0,-12,1,0.8,0.3,60,NA,1779,962,NA,NA,0.74,NA,1.3,29.4,40.5,18.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1993-12-01,NA,NA,0,NA,NA,NA,NA,0,28,10,0,0,15,NA,NA,NA,45,NA,2833,1054,NA,NA,NA,NA,NA,29.8,34.9,24.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-01-01,NA,0,0,NA,NA,NA,NA,0,24,0,0,0,19,NA,NA,NA,46,NA,3801,968,NA,NA,NA,NA,NA,33.8,39,28.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-02-01,NA,0,0,NA,NA,NA,NA,1,24,9,0,0,-4,NA,NA,NA,49,NA,4686,885,NA,NA,NA,NA,NA,30.7,37.6,23.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-03-01,NA,0,0,9,6,0,0,0,23,0,3,0,18,0,0,0.5,75,NA,5383,697,NA,NA,1.67,NA,0,42.5,57.1,27.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-04-01,NA,0,0,NA,NA,0,0,0,7,0,8,0,28,0,0,NA,83,NA,5757,373,NA,NA,NA,NA,0,50.8,63.8,37.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-05-01,NA,7,7,10,5,0,0,0,1,0,18,1,31,0,0,0.5,90,NA,5982,226,NA,NA,1.45,NA,0,57.9,73.2,42.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-06-01,NA,33,26,NA,NA,0,0,0,0,0,25,4,35,0,0,NA,96,NA,6106,124,NA,NA,NA,NA,0,61.7,78.5,45,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-07-01,NA,289,256,0,0,0,0,0,0,0,31,24,43,0,0,0,105,NA,13,13,NA,NA,0,NA,0,72.9,93.1,52.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-08-01,NA,408,119,2,0,0,0,0,0,0,28,11,40,0,0,0.08,102,NA,27,14,NA,NA,0.1,NA,0,68.8,89.2,48.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-09-01,NA,413,5,NA,NA,0,0,0,0,0,25,5,33,0,0,NA,90,NA,133,106,NA,NA,NA,NA,0,61.4,81.7,41.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-10-01,NA,413,0,NA,NA,0,0,0,22,0,6,0,23,0,0,NA,75,NA,712,579,NA,NA,NA,NA,0,46.3,60.3,32.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-11-01,NA,413,0,NA,NA,NA,NA,0,26,1,0,0,7,NA,NA,NA,49,NA,1536,824,NA,NA,NA,NA,NA,32.9,40.3,25.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1994-12-01,NA,413,0,NA,NA,NA,NA,0,29,9,0,0,5,NA,NA,NA,45,NA,2593,1057,NA,NA,NA,NA,NA,28.8,34.8,22.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-01-01,NA,0,0,NA,NA,NA,NA,0,26,8,0,0,2,NA,NA,NA,46,NA,3611,1019,NA,NA,NA,NA,NA,29.7,36,23.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-02-01,NA,0,0,NA,NA,NA,2,0,23,2,0,0,2,NA,6.5,NA,62,NA,4375,763,NA,NA,NA,NA,13,36.6,48,25.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-03-01,NA,0,0,NA,NA,NA,NA,0,26,0,0,0,13,NA,NA,NA,69,NA,5093,718,NA,NA,NA,NA,NA,39.6,52.1,27.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-04-01,NA,NA,NA,NA,NA,0,0,0,17,0,5,0,26,0,0,NA,73,NA,NA,NA,NA,NA,NA,NA,0,46.8,61.6,32,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-05-01,NA,NA,10,7,6,0,0,0,0,0,24,1,33,0,0,0.51,91,NA,NA,189,NA,NA,1.67,NA,0,58.3,74.4,42.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-06-01,NA,NA,29,14,7,0,0,0,0,0,20,2,41,0,0,0.97,92,NA,NA,97,NA,NA,3.43,NA,0,62.8,76.7,48.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-07-01,NA,NA,126,6,3,0,0,0,0,0,30,11,41,0,0,0.36,103,NA,13,13,NA,NA,0.92,NA,0,68.6,85.8,51.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-08-01,NA,NA,42,8,4,0,0,0,0,0,28,5,37,0,0,0.26,96,NA,94,80,NA,NA,0.76,NA,0,63.7,80.9,46.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-09-01,NA,NA,21,NA,NA,0,0,0,3,0,25,3,31,0,0,NA,93,NA,232,139,NA,NA,NA,NA,0,61.1,78.9,43.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-10-01,NA,NA,0,NA,NA,0,0,0,14,0,0,0,18,0,0,NA,69,NA,875,643,NA,NA,NA,NA,0,44.3,55.6,32.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-11-01,NA,NA,0,NA,NA,NA,NA,0,18,0,0,0,14,NA,NA,NA,58,NA,1622,747,NA,NA,NA,NA,NA,38.2,47.2,29.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1995-12-01,NA,NA,0,NA,NA,NA,NA,0,26,8,0,0,3,NA,NA,NA,51,NA,2662,1039,NA,NA,NA,NA,NA,30.1,36.5,23.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-01-01,NA,0,0,11,7,26,6,3,28,14,0,0,-22,9,3,0.4,45,NA,3752,1090,NA,NA,1.94,NA,14.3,25.1,31.5,18.7,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-02-01,NA,0,0,NA,NA,NA,NA,4,24,5,0,0,-20,NA,NA,NA,53,NA,4753,1001,NA,NA,NA,NA,NA,29.2,39.9,18.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-03-01,NA,0,0,11,4,1,0,0,26,0,0,0,13,1,0.1,0.36,62,NA,5516,763,NA,NA,1.01,NA,0.1,38.7,51.3,26.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-04-01,NA,0,0,NA,NA,0,0,0,16,0,4,0,24,0,0,NA,80,NA,6022,506,NA,NA,NA,NA,0,47.5,60.8,34.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-05-01,NA,0,0,NA,NA,0,0,0,5,0,8,0,28,0,0,NA,81,NA,6406,384,NA,NA,NA,NA,0,52.1,64.3,39.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-06-01,NA,12,12,NA,NA,0,0,0,0,0,25,1,34,0,0,NA,90,NA,6522,116,NA,NA,NA,NA,0,61.6,77.6,45.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-07-01,NA,185,173,2,0,0,0,0,0,0,29,16,40,0,0,0.08,100,NA,28,28,NA,NA,0.1,NA,0,69.7,87.9,51.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-08-01,NA,260,75,6,4,0,0,0,0,0,26,13,39,0,0,0.6,97,NA,71,43,NA,NA,1.51,NA,0,66.4,85.5,47.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-09-01,NA,266,6,NA,NA,0,0,0,4,0,17,2,27,0,0,NA,92,NA,330,258,NA,NA,NA,NA,0,56.1,72.3,39.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-10-01,NA,266,0,NA,NA,NA,NA,0,13,0,7,0,20,NA,NA,NA,78,NA,904,574,NA,NA,NA,NA,NA,45.9,57.3,34.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-11-01,NA,266,0,15,11,15,10,0,25,2,0,0,11,15,7,0.75,53,NA,1776,872,NA,NA,2.74,NA,26.7,33.7,40.5,26.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1996-12-01,NA,266,0,NA,NA,31,12,5,30,10,0,0,-4,27,6,NA,45,NA,2927,1151,NA,NA,NA,NA,42.3,23.7,31.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-01-01,NA,0,0,13,6,29,7,6,29,10,0,0,-3,22,2.9,1.8,47,NA,4053,1126,NA,NA,3.22,NA,13.4,25.9,33.6,18.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-02-01,NA,0,0,6,2,24,3,0,28,4,0,0,2,21,3.5,0.72,51,NA,4991,938,NA,NA,1.35,NA,7,30.3,40.3,20.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-03-01,NA,0,0,NA,NA,NA,NA,0,21,0,0,0,12,NA,NA,NA,65,NA,5780,789,NA,NA,NA,NA,NA,39.5,50.2,28.9,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-04-01,NA,0,0,12,4,0,0,0,18,0,1,0,21,0,0,0.65,70,NA,6383,602,NA,NA,1.54,NA,0,44.9,58.5,31.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-05-01,NA,7,7,9,6,0,0,0,0,0,20,0,33,0,0,0.71,87,NA,6601,218,NA,NA,1.9,NA,0,57.8,72.3,43.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-06-01,NA,26,19,NA,NA,0,0,0,0,0,24,0,40,0,0,NA,88,NA,6714,113,NA,NA,NA,NA,0,61.4,75.1,47.6,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-07-01,NA,115,89,NA,NA,0,0,0,0,0,30,8,45,0,0,NA,95,NA,27,27,NA,NA,NA,NA,0,67.2,84.3,50.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-08-01,NA,310,195,5,1,0,0,0,0,0,29,18,42,0,0,0.55,102,NA,47,21,NA,NA,0.68,NA,0,70.6,89,52.2,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-09-01,NA,320,11,9,4,0,0,0,0,0,23,2,33,0,0,0.59,96,NA,169,122,NA,NA,1.19,NA,0,61.1,77,45.3,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-10-01,NA,320,0,NA,NA,0,0,0,13,0,1,0,25,0,0,NA,75,NA,717,547,NA,NA,NA,NA,0,46.8,59.1,34.5,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-11-01,NA,320,0,NA,NA,NA,NA,0,19,0,0,0,15,NA,NA,NA,58,NA,1509,792,NA,NA,NA,NA,NA,37.7,47.3,28.1,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1997-12-01,NA,320,0,9,7,NA,6,0,26,5,0,0,8,NA,3,1.01,44,NA,2437,928,NA,NA,2.67,NA,10.1,29.4,36.5,22.4,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
"USC00451395","CHEWELAH, WA US",1998-01-01,NA,0,0,19,12,20,6,4,30,6,0,0,-5,9,11,0.85,50,NA,3508,1071,NA,NA,3.27,NA,19.1,30.4,37,23.8,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County"
